can_close_early,close_time,created_time,early_close_condition,event_ticker,expected_expiration_time,expiration_time,expiration_value,floor_strike,fractional_trading_enabled,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,response_price_units,result,rules_primary,rules_secondary,settlement_timer_seconds,status,strike_type,tick_size,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title,cap_strike,settlement_ts,settlement_value_dollars,category,parent_series,LINK,main_title,contract_terms_url,contract_url
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.01,2027-02-08T15:00:00Z,0,binary,1.0,0.0,Kla Tham Party,1,7435,2025-12-18T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the Kla Tham Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-KL,Will Kla Tham Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,12742,1.0,0,0.0,0,Kla Tham Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.01,2027-02-08T15:00:00Z,0,binary,1.0,0.0,Democrat Party,1,7982,2025-12-18T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the Democrat Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-DP,Will Democrat Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,8134,1.0,0,0.0,0,Democrat Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.99,2027-02-08T15:00:00Z,0,binary,1.0,0.0,Bhumjaithai Party,1,29180,2025-12-18T15:00:00Z,0.99,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,yes,"If the Bhumjaithai Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-BJT,Will Bhumjaithai Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,77417,1.0,0,0.0,0,Bhumjaithai Party,,2026-03-08T22:27:33.550878Z,1.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-20T14:21:12Z,2026-03-10T20:35:39.850841Z,This market will close and expire early if the event occurs.,KXNEWVIDEOFETTYWAP-26,2026-07-01T14:00:00Z,2026-07-08T14:00:00Z,Yes,,False,0.98,2026-07-08T14:00:00Z,0,binary,1.0,0.0,"before Jul 1, 2026",1,7632,2026-03-11T14:00:00Z,0.98,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,yes,"If @harlemfetty publishes a new YouTube video before Jul 1, 2026, then the market resolves to Yes.",New re-uploads of old videos are not encompassed.,1800,finalized,,1,KXNEWVIDEOFETTYWAP-26,"Will @harlemfetty post a new video on YouTube before July 1, 2026?",2026-03-20T14:51:20.812598Z,0,12602,1.0,0,0.0,0,"before Jul 1, 2026",,2026-03-20T14:51:20.784891Z,1.0,Social,KXNEWVIDEOFETTYWAP,https://kalshi.com/markets/kxnewvideofettywap/will-fetty-wap-release-a-new-music-video/kxnewvideofettywap-26,WILL FETTY WAP RELEASE A NEW MUSIC VIDEO,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEWVIDEO.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEWVIDEO.pdf
True,2027-01-01T15:00:00Z,2025-12-29T18:04:43.297388Z,This market will close and expire early if the event occurs.,KXCOLLEGEGAMEDAYGUEST-26CGD,2027-01-02T15:00:00Z,2027-01-01T15:00:00Z,,,False,0.27,2027-01-01T15:00:00Z,0,binary,0.8,0.73,Johnny Manziel,1,7597,2025-12-29T18:30:00Z,0.27,0.27,0.2,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If Johnny Manziel is a guest on ESPN's College GameDay before Jan 1, 2027, then the market resolves to Yes.","If Johnny Manziel appears solely in an advertisement, or solely via a prerecorded audioclip that was not recorded for purposes of ESPN's College GameDay (e.g., the host playing a portion of a speech or song excerpt by Johnny Manziel), the Payout Criterion is not satisfied.",1800,active,,1,KXCOLLEGEGAMEDAYGUEST-26CGD-JMAN,Will Johnny Manziel be on ESPN's College GameDay before 2027?,2026-02-19T08:48:16.628714Z,0,28153,0.27,15,0.2,15,Johnny Manziel,,,,Sports,KXCOLLEGEGAMEDAYGUEST,https://kalshi.com/markets/kxcollegegamedayguest/college-gameday-guest/kxcollegegamedayguest-26cgd,College Gameday Guest,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/SPORTSMEDIAGUEST.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/SPORTSMEDIAGUEST.pdf
True,2026-01-01T04:59:00Z,2025-08-01T03:17:27.075951Z,This market will close and expire early if the event occurs.,KXACQUIRERIVIAN-25,2026-01-01T15:00:00Z,2026-01-08T15:00:00Z,No,,False,0.01,2026-01-08T15:00:00Z,0,binary,1.0,0.0,Rivian,1,2084,2025-08-01T14:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If any company announces an acquisition of Rivian before Jan 1, 2026, then the market resolves to Yes.",The deal need not close; it needs only be announced.,1800,finalized,custom,1,KXACQUIRERIVIAN-25,Will  acquire Rivian in 2025?,2026-02-19T08:48:16.628714Z,0,3533,1.0,0,0.0,0,Rivian,,2026-01-01T06:10:08.980651Z,0.0,Financials,KXACQUIRERIVIAN,https://kalshi.com/markets/kxacquirerivian/will-rivian-be-acquired-this-year/kxacquirerivian-25,Will Rivian be acquired this year?,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ACQANNOUNCEANY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ACQANNOUNCEANY.pdf
True,2026-01-01T15:00:00Z,2025-06-01T18:42:05.383609Z,This market will close and expire early if the event occurs.,KXH5HUMAN-26JAN,2026-01-01T15:00:00Z,2026-01-01T15:00:00Z,No,,False,0.02,2026-01-01T15:00:00Z,0,binary,1.0,0.0,Before 2026,1,13629,2025-06-02T14:00:00Z,0.02,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the CDC or WHO state or publish research explicitly confirming human-to-human H5 tranmission in the avian flu outbreak in the United States before Jan 1, 2026, then the market resolves to Yes.",,1800,finalized,,1,KXH5HUMAN-26JAN,Will the CDC or WHO confirm human-to-human transmission of H5?,2026-02-19T08:48:16.628714Z,0,19228,1.0,0,0.0,0,Before 2026,,2026-01-02T16:06:45.144751Z,0.0,Health,KXH5HUMAN,https://kalshi.com/markets/kxh5human/human-to-human-transmission-of-h5/kxh5human-26jan,Human to human transmission of H5,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/H5HUMAN.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/H5HUMAN.pdf
True,2026-04-02T22:05:09Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Trump,1,22874,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Trump as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-TRUM,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:23.452928Z,0,35429,1.0,0,0.0,0,Trump,,2026-04-02T22:41:23.423269Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:05:10Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Safe / Safer / Safety,1,10931,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Safe / Safer / Safety as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-SAFE,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:23.496569Z,0,16601,1.0,0,0.0,0,Safe / Safer / Safety,,2026-04-02T22:41:23.426891Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:05:10Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Republican,1,4999,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Republican as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-REPU,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:33.452641Z,0,9300,1.0,0,0.0,0,Republican,,2026-04-02T22:41:33.42186Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:23:49Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.99,Oil / Gas / Gasoline,1,51559,2026-04-02T16:15:00Z,0.01,0.01,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Oil / Gas / Gasoline as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-OIL,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:53:53.475132Z,0,60954,0.01,-63039,0.0,0,Oil / Gas / Gasoline,,2026-04-02T22:53:53.427444Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:05:08Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Event does not qualify,1,34735,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If a qualifying event does not occur, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-NQE,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:23.452928Z,0,35394,1.0,0,0.0,0,Event does not qualify,,2026-04-02T22:41:23.420344Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:05:12Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Mental Health,1,3827,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Mental Health as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-MENT,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:43.503115Z,0,5069,1.0,0,0.0,0,Mental Health,,2026-04-02T22:41:43.420334Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
True,2026-04-02T22:05:09Z,2026-04-02T16:09:26.50489Z,This market will close and expire early if the event occurs.,KXNEWSOMMENTION-26APR02,2026-04-03T14:00:00Z,2026-04-03T14:00:00Z,No,,False,0.01,2026-04-03T14:00:00Z,0,binary,1.0,0.0,Iran,1,16472,2026-04-02T16:15:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Gavin Newsom says Iran as part of Press Conference on April 2nd, then the market resolves to Yes.","Video of the Press Conference on April 2nd will be primarily used to resolve the market; if a consensus by Kalshi employees cannot be reached using video, internal & external (official) transcripts of the Press Conference on April 2nd will be used.

Payout Criterion: 
The exact phrase/word, or a plural or possessive form of the phrase/word, must be used. Grammatical/tense inflections are otherwise not included. 
Plural nouns occurring within proper nouns and noun phrases (e.g. names, titles, etc) are included.
For the purpose of this market, the live broadcast or stream will be used to resolve this event. 
The event must be opened to the press for a live televised or streamed event to qualify.
Except as otherwise specified, previously aired content, archival footage, and recordings captured at times, places, or events wholly separate from the featured address will not count.
Please see full rules for more details.

Event does not qualify:
If an event is definitively cancelled or the event fails to qualify under the Payout Criterion, or any other circumstance prevents normal resolution, then the market for ""Event does not qualify"" resolves to Yes and all other markets will resolve to No.  
The event will resolve based on Gavin Newsom speaking in an official capacity. If Gavin Newsom is or is not present during a livestream, and does not speak in an official capacity the market will not qualify (e.g., inaudible private conversations on camera, unofficial statements picked up on a hot mic).

Postponement:
If the event is postponed, and such a postponement is announced by the end of the following calendar day to be rescheduled to a time within 14 calendar days, the markets shall remain open.",1800,finalized,custom,1,KXNEWSOMMENTION-26APR02-IRAN,What will Gavin Newsom say during Press Conference on April 2nd?,2026-04-02T22:41:23.496569Z,0,24831,1.0,0,0.0,0,Iran,,2026-04-02T22:41:23.425811Z,0.0,Mentions,KXNEWSOMMENTION,https://kalshi.com/markets/kxnewsommention/gavin-newsom-mention/kxnewsommention-26apr02,Gavin Newsom Mention,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MENTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MENTION.pdf
